market,country,city,user_id,start_date,day_of_week,box_id,assembly_line,checks_error_category,checks_error_quantity,stations,checks_confirmed_skus_count,checks_error_sku,checks_error_sku_mealkit_number,checks_error_sku_name,total_number_of_boxs
DACH,DE,Verden,0148,2026-03-06,Friday,TK35976153A,A01,missing,2,9,4,CON-00-150749-2,null,FA-NO Vestfrikansk-inspireret peanut-kyllingecurry (FE1451),120
DACH,DE,Verden,0148,2026-03-06,Friday,TK35977029A,A01,null,null,null,0,null,null,null,120
DACH,DE,Verden,0148,2026-03-06,Friday,TK35977029A,A01,null,null,null,0,null,null,null,120
DACH,DE,Verden,0148,2026-03-06,Friday,TK35978202A,A01,wrong_item,1,null,4,CON-00-147817-2,null,FA-NO Squash- og peberfrugtsratatouille (FE0090),120
DACH,DE,Verden,0148,2026-03-06,Friday,TK35978266A,A01,missing,1,13,3,CON-00-147860-2,null,FA-NO Squash-spaghetti bolognese (FE0849),120
DACH,DE,Verden,0148,2026-03-06,Friday,TK35978329A,A01,null,null,null,0,null,null,null,120
DACH,DE,Verden,0148,2026-03-06,Friday,TK35978329A,A01,null,null,null,0,null,null,null,120
DACH,DE,Verden,0148,2026-03-06,Friday,TK35978338A,A01,null,null,null,0,null,null,null,120
DACH,DE,Verden,0148,2026-03-06,Friday,TK35978338A,A01,null,null,null,0,null,null,null,120
DACH,DE,Verden,0571,2026-03-06,Friday,TV35968028A,A05,missing,1,4,9,CON-00-147864-2,null,FA-NO Svinemørbrad i spicy ancho chili sauce (FE1072),120
DACH,DE,Verden,0571,2026-03-06,Friday,TV35968500A,A05,extra,2,9,11,CON-00-147848-2,null,FA-NO Svinemørbrad i rød peberfrugtsauce (FE0430),120
DACH,DE,Verden,0571,2026-03-06,Friday,TV35968523A,A05,null,null,null,0,null,null,null,120
DACH,DE,Verden,0571,2026-03-06,Friday,TV35968523A,A05,null,null,null,2,null,null,null,120
DACH,DE,Verden,0571,2026-03-06,Friday,TV35968529A,A05,missing,2,null,0,IcePack1,null,null,120
DACH,DE,Verden,0571,2026-03-06,Friday,TV35969313A,A05,missing,1,6,6,CON-00-147824-2,null,FA-NO Svinemørbrad i cremet hvidløg-sennepssauce (FE0169),120
DACH,DE,Verden,0571,2026-03-06,Friday,TV35969808A,A05,missing,1,6,4,CON-00-147824-2,null,FA-NO Svinemørbrad i cremet hvidløg-sennepssauce (FE0169),120
DACH,DE,Verden,0571,2026-03-06,Friday,TV35969875A,A05,null,null,null,0,null,null,null,120
DACH,DE,Verden,0571,2026-03-06,Friday,TV35969875A,A05,null,null,null,0,null,null,null,120
DACH,DE,Verden,0571,2026-03-06,Friday,TV35969875A,A05,missing,1,6,3,CON-00-147871-2,null,FA-NO Laks i dild- og sennepssauce (FE4009),120
DACH,DE,Verden,0192,2026-03-06,Friday,TZ36037452A,A04,wrong_item,1,null,0,Factor Box Small,null,null,120
DACH,DE,Verden,0571,2026-03-06,Friday,TZ36037517A,A03,missing,1,1,11,Factor Box Large,null,null,120
DACH,DE,Verden,0192,2026-03-06,Friday,TZ36037738A,A04,null,null,null,0,null,null,null,120
DACH,DE,Verden,0192,2026-03-06,Friday,TZ36037738A,A04,null,null,null,0,null,null,null,120
DACH,DE,Verden,0192,2026-03-06,Friday,TZ36037874A,A04,wrong_item,2,null,0,Factor Liner Small 1,null,null,120
DACH,DE,Verden,0195,2026-03-08,Sunday,TZ36038492A,A04,missing,2,null,0,IcePack3,null,null,120
DACH,DE,Verden,0195,2026-03-08,Sunday,TZ36038560A,A04,null,null,null,0,null,null,null,120
DACH,DE,Verden,0195,2026-03-08,Sunday,TZ36038560A,A04,null,null,null,1,null,null,null,120
DACH,DE,Verden,0195,2026-03-08,Sunday,TZ36038913A,A04,wrong_item,1,null,2,Factor Box Small,null,null,120
DACH,DE,Verden,0195,2026-03-08,Sunday,TZ36039925A,A04,null,null,null,0,null,null,null,120
DACH,DE,Verden,0195,2026-03-08,Sunday,TZ36039925A,A04,wrong_item,1,null,6,Factor Box Small,null,null,120
DACH,DE,Verden,0148,2026-03-06,Friday,TK35973440A,A01,missing,1,13,6,CON-00-147860-2,null,FA-NO Squash-spaghetti bolognese (FE0849),120
DACH,DE,Verden,0148,2026-03-06,Friday,TK35977504A,A01,null,null,null,0,null,null,null,120
DACH,DE,Verden,0148,2026-03-06,Friday,TK35977504A,A01,null,null,null,0,null,null,null,120
